pathway	Ship-Ballast-100-02-01-17-SA-2-tank-6-uptake-3	Ship-Ballast-101-02-01-17-SA-2-tank-2-uptake-1	Ship-Ballast-102-02-01-17-SA-2-tank-2-uptake-2	Ship-Ballast-103-02-01-17-SA-2-tank-2-uptake-3	Ship-Ballast-110-02-05-17-SA-2-Dis6-1	Ship-Ballast-111-02-05-17-SA-2-Dis6-2	Ship-Ballast-112-02-05-17-SA-2-Dis6-3	Ship-Ballast-113-02-05-17-SA-2-Dis2B-1	Ship-Ballast-114-02-05-17-SA-2-Dis2B-2	Ship-Ballast-115-02-05-17-SA-2-Dis2B-3	Ship-Ballast-80-10-18-16-SA-1-UP-5-1	Ship-Ballast-81-10-18-16-SA-1-UP-5-2	Ship-Ballast-82-10-18-16-SA-1-UP-5-3	Ship-Ballast-83-10-17-16-SA-1-UP-6-1	Ship-Ballast-84-10-17-16-SA-1-UP-6-2	Ship-Ballast-85-10-17-16-SA-1-UP-6-3	Ship-Ballast-86-10-20-16-EX-Dis-5-1	Ship-Ballast-87-10-20-16-EX-Dis-5-2	Ship-Ballast-88-10-20-16-EX-Dis-5-3	Ship-Ballast-89-10-20-16-EX-UP-5-1	Ship-Ballast-90-10-20-16-EX-UP-5-2	Ship-Ballast-91-10-20-16-EX-UP-5-3	Ship-Ballast-92-10-23-16-SA-1-Dis-6-1	Ship-Ballast-93-10-23-16-SA-1-Dis-6-2	Ship-Ballast-94-10-23-16-SA-1-Dis-6-3	Ship-Ballast-95-10-23-16-SA-1-Dis-5-1	Ship-Ballast-96-10-23-16-SA-1-Dis-5-2	Ship-Ballast-97-10-23-16-SA-1-Dis-5-3	Ship-Ballast-98-02-01-17-SA-2-tank-6-uptake-1	Ship-Ballast-99-02-01-17-SA-2-tank-6-uptake-2
PWY-6891	6.590325367	4.790896311	0	0	0	0	0	0	0	19.14818434	1832.876375	1540.982394	1624.801268	4311.778576	5184.92613	5107.771377	0	0	0	7561.926031	7941.215491	6423.39547	587.4539085	522.5592983	459.252125	165.6164894	176.341937	111.4436436	5.580038125	0
PWY-6892	1242.012098	794.0359504	814.0116429	719.4807032	2087.578483	1303.625744	2214.080379	2947.251416	3574.797355	2008.363698	3177.772946	2701.997767	2662.969589	4745.232158	5666.669251	5528.968957	172.3854988	223.2651856	224.6908484	8052.892485	8436.725887	6848.030818	1028.30985	911.3457404	818.1820791	217.5787987	218.2090288	171.00123	801.8362661	573.3641209
PWY-6895	32.67731254	23.70378186	0	0	0	0	0	0	0	94.09067926	3351.150979	2823.237299	2807.353556	4638.228019	5521.487092	5313.771602	0	0	0	9832.33039	10213.86202	8315.141686	2097.922801	1851.585684	1608.086843	668.3190846	731.8106013	464.9887745	27.5545374	0
PWY-6897	3285.547597	1878.720873	1726.510964	1609.260192	6896.02217	5127.754634	6357.155278	6529.028497	7698.512744	4404.314253	4237.370392	3556.508364	3428.457355	4678.783342	5563.12017	5337.993303	3276.814861	3662.387291	4359.50555	10301.26778	10635.55314	8696.687131	5637.382481	4889.377022	4135.0566	2749.645612	3421.111217	2236.273372	1858.981656	1403.51178
PWY-6901	1762.371512	936.4686394	933.6204208	913.5565135	251.5092896	227.5755833	244.0256369	2027.399453	2351.013961	997.9663793	1013.456476	1060.237441	753.1744752	153.5537708	461.818694	89.66855601	592.459117	593.475445	788.7483477	435.2942487	479.9649342	190.0263652	194.6517294	135.824725	58.97303807	0	0	0	1018.085756	807.6614021
PWY-6906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5446.045247	5727.804207	4606.98957	39.31904624	45.099667	29.19175807	57.52464863	59.27990424	39.47697621	0	0
PWY-6944	17.72583375	66.02088602	37.68591631	24.45956639	0	0	0	0	0	0	0	0	8.415584416	0	0	0	23.89916216	18.62254441	26.33079159	0	0	0	0	0	0	0	0	0	16.25849591	77.13023849
PWY-6948	0	0	22.80894147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6969	3880.33683	2327.982098	2029.081508	1904.625198	5180.845681	3735.647477	4988.31388	6015.507929	7137.85653	4099.764493	5025.462245	4251.073015	4048.386227	5817.786837	6940.304285	6656.692254	2501.152481	2605.596745	3219.538781	11559.65148	11998.15987	9851.695464	7272.068783	6012.03474	5842.266947	3151.734161	3824.674913	2428.326684	2267.529358	1759.969389
PWY-6992	0	6.882244756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7003	15.81573766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.30085954	32.1179008
PWY-7007	226.6470938	184.2743645	246.0944067	86.20017568	165.1225207	123.3517796	163.0329425	310.1736459	396.6484528	267.8013224	640.9539951	534.078781	458.1372801	79.64752859	0	0	0	0	0	0	0	3.999482634	4.999332674	7.997991677	2.999691917	0	0	0	218.9279315	199.76697
PWY-7024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.43487396	0	19.77770464	0	0	0	0	0
PWY-7084	0	0	0	5.94809203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7090	11.86616258	70.16896406	20.95668387	17.32571668	0	0	0	0	0	0	124.9482365	106.3549957	116.1886111	21.19071429	16.68905306	6.621927555	0	0	0	51.0493734	39.02367116	29.73186597	0	0	0	0	0	0	15.58816938	3.586335931
PWY-7094	4308.956518	2314.200233	1990.995774	1843.472155	15540.46135	11769.53202	13824.15018	12653.38767	14816.66269	8620.912796	6768.457708	5483.58857	5430.127091	6682.309986	7990.765725	7840.048288	8205.314933	8953.522356	10825.40954	8638.657385	8995.648624	7386.705349	18001.96898	15354.19655	13912.00121	6314.888371	7831.058732	5122.49608	2393.282536	1884.75324
PWY-7097	128.741493	112.6653331	0	0	338.3520356	217.7772825	254.063434	189.1300446	233.4876452	186.0480633	83.43727716	0	43.03840553	0	0	0	64.52115362	56.58378545	48.20722579	9.824184078	12.64987309	13.53764235	42.77069324	0	19.69017316	0	0	0	0	123.8555459
PWY-7098	143.4662299	124.4675661	0	0	371.8525629	239.8262351	280.1667613	210.3373118	259.4267664	205.9569459	93.34028955	0	48.21858608	0	0	0	72.26522565	63.38418551	54.09326231	10.24085212	12.98657312	14.01373877	47.74071706	0	22.03088009	0	0	0	0	136.3371146
PWY-7111	5206.518442	2959.143527	2585.754564	2395.775384	12649.29879	9471.385844	11193.07438	10851.15271	12867.98216	7486.319747	6701.365106	5499.677951	5358.785048	7403.129394	8782.897044	8547.585596	6151.100307	6698.060322	8076.417803	14333.05507	14675.76285	11913.51656	12452.0164	10550.31629	9583.538458	4819.104937	5950.196214	3871.750671	2957.65033	2403.359132
PWY-7159	231.2177661	191.5673426	174.6732564	179.8081423	91.35976113	49.40042158	62.70309091	106.2290783	102.2131998	64.62372236	146.251816	155.642502	166.9871769	0	11.45365389	10.34953843	91.20083336	45.54996329	97.66897291	69.05869546	109.6684423	23.71914412	46.21300832	27.2387313	52.54248422	88.58205518	70.51446113	45.64920115	166.5547232	182.2917267
PWY-7184	3105.705067	1867.002285	1580.02277	1560.436953	6955.348597	5238.042123	6287.460243	6083.219316	7139.227246	4112.19953	4120.284938	3455.435201	3341.771787	5238.655878	6242.397741	6020.566157	3674.102021	4095.202892	4912.752465	5450.827241	5291.461331	4188.794696	8402.904379	7123.570893	6506.382435	2761.8081	3410.797965	2200.476647	1783.900232	1411.589495
PWY-7187	1890.204983	1080.244521	902.1509355	910.3075885	2363.471745	1878.112728	2273.91227	2177.159873	2371.952636	1546.875913	2953.415429	2475.11189	2453.704104	4375.668817	5226.826645	5063.732339	1742.924918	1842.440162	2515.027702	6426.220944	6655.465939	5479.58697	6665.442017	5613.237826	5244.856592	1603.610504	1829.499698	1107.706708	1078.224828	809.6816506
PWY-7196	2030.45741	1358.22269	1246.914639	1082.082142	3739.771764	2672.953315	3756.617988	4506.485347	5330.665211	3069.965613	3764.261993	3213.658813	3072.441286	4795.811625	5728.269359	5535.429945	561.8983906	495.5433271	777.4975751	9256.879655	9614.63616	7934.569775	5624.332497	4657.520184	4596.029321	2484.432852	3030.068606	1917.833874	1190.739904	890.5700477
PWY-7197	2717.635379	1702.134294	1530.591682	1402.295536	6350.731652	4763.111327	5814.432422	5833.280759	6851.942298	3915.970927	3906.333313	3347.650078	3168.457539	4552.825784	5410.774409	5234.306943	3244.102792	3610.065861	4328.838522	9215.019617	9488.898451	7810.417319	7460.808127	6322.167129	5789.659903	2899	3581.87	2303.5	1625.153695	1283.362657
PWY-7199	1865.537555	1257.268555	1073.686232	968.7442271	1885.208111	1308.554712	1969.446563	2687.6323	3186.363796	1847.388483	2958.124731	2523.46973	2455.118962	4204.367455	5075.512349	4938.353808	387.5736514	327.2308246	460.0725459	7426.584142	7835.124873	6444.509514	3341.318808	2679.325574	2803.627523	1707.846855	2042.39157	1285.475903	1084.582639	902.5225504
PWY-7200	2205.386876	1422.546406	1215.862356	1127.320706	3108.455511	2206.818379	3115.298489	3765.599471	4444.285136	2566.356457	3275.847913	2781.898689	2688.465136	4355.647866	5217.484763	5058.953268	742.3630317	655.1299022	895.2819848	8313.930639	8683.409431	7131.745838	4878.300274	3992.555151	3973.553019	2231.869626	2707.300577	1719.47538	1292.230558	1047.747905
PWY-7208	4088.425509	2498.136358	2227.509978	2083.418674	8623.753216	6453.116845	7903.428512	7943.152612	9343.91311	5355.540536	5299.806916	4480.807678	4244.315279	5627.760889	6674.135309	6238.491577	4254.001957	4868.956731	5826.838148	10867.93832	11226.19746	9212.827442	9781.150319	8347.439786	7363.037939	3339.309672	4149.924122	2677.767176	2409.22157	1862.962356
PWY-7211	3356.036662	2014.970412	1748.386955	1690.833863	7376.2964	5540.656356	6699.88904	6569.271086	7714.866048	4437.231667	4474.831333	3765.629739	3611.868232	5374.59325	6393.050598	6156.204889	3819.786955	4257.415249	5104.744578	7396.229308	7315.718579	5858.747953	8702.837451	7382.625261	6730.53381	3089.602403	3817.174372	2460.935069	1943.182406	1532.501278
PWY-7219	3767.407558	2282.260184	2014.077992	1932.852793	8071.821002	6034.792922	7356.419153	7348.23789	8629.985686	4975.301933	4885.489975	4138.417308	3940.3507	5509.385796	6555.886089	6284.670963	3996.407485	4448.89274	5337.495261	12880.27613	13302.2158	10887.13293	9147.995036	7756.134177	7083.68667	3594.597955	4428.996655	2850.215872	2191.960219	1737.920822
PWY-722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.118159961	0	8.060024805	0	0	0	0	0	0	0	0	0	0	0
PWY-7220	3875.493325	2345.121226	2077.63543	1974.261517	7750.232792	5800.173986	7082.776893	7098.771182	8353.896358	4801.851682	5051.007438	4286.871449	4083.651551	5824.731162	6920.061355	6692.900674	3946.020414	4364.948935	5249.686172	11057.10101	11374.05585	9348.572839	8944.622703	7580.591685	6950.529607	3480.23762	4299.682073	2764.679667	2270.797118	1774.253178
PWY-7221	3397.02928	2112.560198	1823.588831	1725.062502	6551.895794	4902.292772	5962.058352	5917.127326	6965.00191	4009.614458	4231.42699	3555.93529	3398.52387	4615.461385	5483.836844	5251.351856	3394.19065	3778.48672	4530.16171	9275.769015	9539.840911	7819.247756	7536.169053	6393.457083	5808.489057	2926.683532	3608.033813	2323.704005	1977.363768	1547.871525
PWY-7222	3875.493325	2345.121226	2077.63543	1974.261517	7750.232792	5800.173986	7082.776893	7098.771182	8353.896358	4801.851682	5051.007438	4286.871449	4083.651551	5824.731162	6920.061355	6692.900674	3946.020414	4364.948935	5249.686172	11057.10101	11374.05585	9348.572839	8944.622703	7580.591685	6950.529607	3480.23762	4299.682073	2764.679667	2270.797118	1774.253178
PWY-7228	3670.106428	2259.261352	1967.38275	1865.707765	7126.608814	5331.881809	6492.687956	6465.381463	7611.208632	4381.347151	4625.721752	3903.761651	3729.979556	5161.022951	6133.025902	5887.87423	3675.693611	4087.350901	4905.706277	10101.95823	10388.61703	8518.679611	8202.362686	6958.540846	6331.988097	3185.054376	3928.811795	2529.101183	2140.366991	1673.958115
PWY-7229	3949.788656	2384.851159	2110.213032	2022.475728	8219.467362	6150.421779	7503.423075	7518.732893	8834.496914	5082.509128	5133.370046	4350.564408	4147.155901	5869.523623	6978.535661	6712.879914	4124.392424	4578.974287	5499.279428	12647.76556	13038.22836	10695.03028	9405.527672	7975.213461	7280.881474	3672.061883	4530.673296	2914.737949	2303.074771	1816.841139
PWY-7234	3130.049427	1890.821379	1659.272605	1577.530968	6444.243574	4823.818921	5885.540356	5871.343639	6904.712081	3966.135482	4206.055301	3552.708228	3398.264407	4954.678857	5895.272598	5674.293316	3273.58204	3636.626593	4366.720575	9125.892907	9437.790293	7739.234493	7478.50103	6339.387669	5789.740935	2899	3581.87	2303.5	1814.661531	1431.462455
PWY-7237	399.67	199	184.33	41	431	308	398.5	496.25	606	296	195	127	146	15.2	6.5	0	196.5	121	169.5	100	62	15	35	13	22	0	0	0	251	302
PWY-7242	1740.284507	1036.396368	1023.24848	853.7234762	1601.837567	1007.465494	1682.625012	2404.325766	2915.566083	1654.699744	2021.77349	1671.040744	1531.401075	565.4656318	543.8756321	453.9324955	93.88363813	109.6815378	111.5923384	292.1798079	250.0216874	245.2250263	235.7401736	175.6131662	178.3081052	38.05898286	23.86041373	23.78481475	1103.076654	797.538369
PWY-7254	1307.424353	690.2481564	821.7459924	668.9764933	9917.358775	7465.618994	8959.591703	8609.974268	10161.22865	5885.578849	3844.724609	3094.649281	3000.398836	2421.177507	2551.758955	2129.757357	4796.90759	5371.099618	6467.743982	5375.903606	5442.503878	4516.287903	10362.82444	8866.662588	7851.12684	3486.675933	4391.675185	2911.655615	736.6764678	559.2111058
PWY-7255	7.975253098	0	23.39458601	0	103.1355452	81.29669872	49.77489657	0	0	0	11.97118414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.928128283	13.78350903
PWY-7295	276.6158014	115.3497995	0	0	328.9695751	254.6358595	307.8801085	472.1219589	517.712755	243.682902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.5699328	0
PWY-7315	465.6494666	311.5727377	265.7475801	229.7061667	249.0202706	171.8705685	231.6848836	227.7666695	228.3075742	146.4683838	440.942177	224.2605119	221.0190806	136.0910727	211.1152083	0	80.9998141	280.885382	263.9683937	33.93406905	61.7886655	0	380.1932075	374.7365709	61.67186486	78.24436504	66.95220962	72.09126331	272.0128824	199.4358037
PWY-7323	2974.18273	1802.011963	1686.524467	1552.478524	4100.272728	2844.392864	3808.185156	4555.71817	5484.593841	3113.749864	2576.61059	2240.580664	2053.196399	826.343448	852.5112304	715.0818555	1172.651733	1113.867731	1415.444752	9979.465319	10264.89396	8033.020396	421.6147956	327.2182615	304.3203785	755.8240946	821.0223243	548.3513905	1747.695339	1398.664138
PWY-7328	1012.336524	573.0964119	455.1071368	523.8925851	808.1551575	562.3878664	657.4948496	1037.80608	1135.788929	606.1021366	2442.127119	2089.527661	2041.283199	4457.059049	5341.94789	5201.601967	718.875828	1048.929295	942.991327	8622.003919	8884.659048	7328.067649	1726.745046	1480.319689	934.4505943	1428.759834	1726.065804	1013.738655	549.305108	473.0299508
PWY-7332	508.4320215	302.3320026	270.6272693	135.6645809	0	0	0	0	0	0	298.8759683	256.7754379	250.1103394	0	24.40128311	34.79304756	0	0	0	585.774844	262.9489815	259.3456106	0	0	0	0	0	0	295.3616914	170.345571
PWY-7347	104.0335151	19.77153195	29.34337682	50.2981667	121.7232481	89.93634651	119.6455877	81.55656734	86.07856586	31.89410483	103.7173187	107.1046974	53.58545312	15.73113342	10.49296526	14.98511492	61.13101355	77.47278998	55.27792749	5875.051748	6141.465666	4932.940633	71.79250617	65.7954667	22.4735632	156.8159448	161.6397855	125.7515629	28.26462368	16.79048573
PWY-7371	451.1655572	247.1490251	282.3228909	274.33	0	0	0	0	0	0	105.5	145.5	116	18.5	19	10	5	0	0	22.83	17.5	0	0	0	0	0	0	0	301	225.17
PWY-7373	0	0	18.99099595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.528545861	0	0	0	0	0	0	0	0	0	0
PWY-7374	418.7447204	214.1978273	245.3117433	228.0528201	0	0	0	0	0	0	112.0984364	148.0134357	120.3372434	18.5978836	20.08130081	6.25	0	0	0	17.52834869	13.46153846	0	0	0	0	0	0	0	252.283237	184.7133361
PWY-7376	312.837244	105.4663524	170.5699508	0	5293.712348	4042.646833	4667.811569	3872.833874	4517.962903	2647.224594	868.6712569	696.6922027	658.0853047	443.3701807	495.6836851	323.1572306	2675.858963	3044.276945	3613.781923	100.0494403	214.4184519	46.92713062	4656.262716	4083.586406	3361.882287	1444.571724	1819.658152	1258.246478	190.7257053	208.017702
PWY-7377	31.53748344	24.58403182	64.28103719	34.1087118	0	0	0	0	0	0	73.29400338	0	28.80595768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.12236545
PWY-7392	2155.54428	1381.052092	1215.641113	1141.955459	2875.045571	1968.852437	2949.490388	3423.029081	4055.967271	2336.466525	2495.510326	2123.323966	1982.050639	1401.882116	1534.551068	1079.80071	293.3115541	1093.06898	1294.398302	977.6632754	1041.193605	617.7566507	1746.797163	1701.209185	183.6109307	388.9599072	450.7758748	248.7184822	1269.633421	950.1877223
PWY-7400	2862.981336	1644.388553	1539.521033	1417.286707	8199.736084	6197.591653	7368.8834	6694.315486	7822.371921	4510.67024	4033.541862	3398.273121	3276.24946	5272.089475	6266.504981	6032.306058	3519.351129	3963.855871	4786.520862	10533.62778	10868.34219	8925.332097	9125.000103	7721.436334	6960.343895	3572.571889	4406.276369	2868.490594	1701.424247	1271.990472
PWY-7431	733.8167981	382.6686074	447.192658	336.9961874	1970.582987	1552.419407	1762.84021	2152.234096	2453.908426	1483.363218	185.5724826	105.9806528	161.6221942	186.913388	249.6319018	0	165.9686259	397.4861802	473.8221293	64.59271398	97.6763997	70.55673226	479.5538413	441.9653542	34.56887105	192.7560308	226.2434225	154.0172304	258.0559132	273.9994132
PWY-7446	0	2.285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52	0
PWY-7456	245.0895162	254.8821982	293.7139109	0	0	0	0	0	0	0	1133.012062	1008.350917	896.930495	203.4515462	0	29.24905709	0	0	0	0	18.85538641	0	0	0	0	0	0	0	273.8540734	197.6883836
PWY-7527	0	0	26.43606838	0	0	0	0	0	0	21.52459906	0	0	0	0	14.75480819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539	3421.076643	2086.762233	1822.177217	1737.052669	8137.419128	6148.942381	7358.68642	6992.977164	8198.30091	4709.384322	4887.713754	4099.531885	3947.946542	5946.301515	7091.640624	6860.705227	4285.794522	4760.735947	5710.494225	13022.17033	13462.24615	11091.27981	9927.505896	8409.171264	7713.577878	3874.041108	4787.084949	3079.628533	1949.336643	1533.724925
PWY-7560	3097.73211	1855.048529	1645.592136	1611.533636	5793.201874	4425.539131	5125.758232	4712.058718	5485.063068	3134.75309	2904.882593	2490.392883	2350.128639	2160.818968	2512.318595	1931.066842	3245.325658	3588.548983	4304.302087	9079.335581	9390.890838	7735.441864	7466.257707	6319.782056	5792.255502	2900.577492	3570.725066	2303.148509	1790.325353	1399.757373
PWY-7616	0	0	0	0	153.8724222	121.2836159	74.43292445	0	0	0	17.80956066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663	5295.640762	3041.916354	2853.4788	2783.009558	15315.08047	11526.96554	13857.1251	12778.89847	14847.5559	8672.232827	8126.75633	6918.143375	6628.496003	9845.407917	11704.81005	11322.54737	8040.48402	8917.293775	10704.55386	19473.53198	20061.01861	16576.7732	18041.93287	15417.97708	13930.85421	7066.382106	8800.193267	5709.251589	3092.548291	2508.029055
PWY-7664	3685.404212	1955.860507	1916.804899	1886.095816	12502.37498	9330.06308	11476.68942	11250.5814	13122.13429	7650.744477	7348.056374	6249.59883	5977.011018	9666.756582	11441.87325	11091.77552	6177.552324	6804.361817	8195.015622	19068.00541	19704.49295	16338.13853	13195.45755	11225.67665	10225.19352	6218.482155	7728.910297	4976.15238	2184.813632	1644.351095
PWY-841	3606.00376	2191.746005	1928.722183	1844.127666	7385.177227	5527.577903	6733.443835	6695.392084	7871.108522	4528.868432	4625.027619	3918.30491	3727.193151	5182.637458	6159.426428	5910.136447	3696.449657	4112.442695	4934.431092	10489.92792	10792.58024	8858.435909	8440.144275	7152.160045	6517.711122	3267.937874	4029.834966	2596.716012	2095.765682	1649.626791
PWY-922	67.31859727	70.27656253	53.07337805	77.02282225	0	0	0	0	0	0	0	0	40.83481157	0	0	0	0	0	0	26.07046378	0	0	13.27849436	0	0	0	21.70128162	0	60.93803422	55.6822012
PWY0-1061	2516.838688	1485.941349	1249.063927	1236.392982	7377.821993	5562.347801	6667.048351	6423.860237	7537.04178	4322.81548	4906.561841	4102.074615	4050.628407	6806.06527	8128.099829	7818.930138	3770.911049	4165.869786	5009.571437	10796.80534	11287.76008	9245.688118	8649.592896	7349.249305	6728.295572	3630.658905	4500.122755	2899.479391	1450.767487	1040.06034
PWY0-1241	1198.485063	645.0666411	693.77547	602.7740002	4882.992578	3757.971871	4286.020892	3441.432718	3997.199702	2300.64332	1952.952219	1652.243134	1718.816979	4081.567562	4890.02292	4830.332534	2511.772301	2837.676421	3384.740559	7770.667901	7997.560542	6620.372512	4689.608599	4115.39465	3437.787959	2516.681743	3194.066252	2078.549151	729.8038382	549.6459065
PWY0-1261	2677.062428	1583.150263	1391.111542	1323.291445	4444.626367	3287.59904	4361.560849	4866.189222	5749.189172	3375.93663	3767.834112	3169.475636	3017.109709	2991.504037	3427.590856	2872.117982	1018.324589	854.4662591	1311.856341	9012.424067	9365.760375	7646.740864	7662.647245	6352.938463	6204.591341	2003.025485	2230.086319	1301.146128	1586.123591	1248.400663
PWY0-1277	0	11.53772298	63.05531425	0	0	0	0	0	0	0	0	0	0	0	0	0	51.64495425	50.32469829	60.23525397	0	0	0	0	0	0	0	0	0	12.30335113	0
PWY0-1296	546.5745003	321.4295631	158.9954929	253.8745474	941.0450427	650.6357551	976.125466	1303.977242	1541.108854	895.2944482	2027.652965	1772.394904	1746.97029	4267.981214	5200.658462	5127.617868	236.3788441	182.2298797	292.946188	10520.36432	11101.18781	9082.406338	3230.0448	2620.56189	2756.111421	2232.466018	2715.98359	1702.105056	346.2400428	308.2797204
PWY0-1297	797.1202665	474.0473908	398.5654093	365.7124438	1028.889854	727.551361	1056.031902	1386.16102	1635.749315	962.7147314	1992.959766	1734.057606	1713.056863	4301.826626	5235.218588	5175.402837	254.4061266	207.2970765	329.0343861	9430.102026	9965.348593	8179.135847	3265.503048	2648.82572	2788.575608	1969.365318	2386.421542	1491.412869	490.5160803	387.5556524
PWY0-1298	669.6296189	403.7923101	340.3827802	309.3965317	905.2783903	652.9046659	926.934094	1213.237435	1432.062115	857.0356089	1810.572555	1564.937248	1558.697166	4284.312699	5215.863923	5178.718004	220.2678405	170.091374	267.1604112	6738.868163	7078.641863	5844.958177	615.2704657	543.9964935	461.0896851	1211.101563	1419.495612	825.1854363	419.4265337	327.6149049
PWY0-1319	4324.486583	2528.130091	2255.846376	2161.538754	13249.012	10049.72681	11836.82335	10682.29545	12481.37899	7225.145748	5958.613933	5016.364535	4771.407602	6173.532848	7263.270595	6780.351958	7170.450365	8076.926077	9640.940096	12493.53055	12898.37873	10563.56829	14815.00806	12732.75319	11135.40347	4915.713887	6110.066273	4036.338863	2479.700131	1943.520917
PWY0-1338	0	2.962549801	0	0	0	0	0	0	0	0	1093.789732	906.7370943	1003.598568	3770.617552	4597.298531	4529.999118	79	163.5	255	0	0	0	166	169	0	0	0	0	1.659080646	0
PWY0-1415	245.3605057	200.8048571	202.3547091	183.2887666	153.8268468	121.197624	74.44769748	0	0	23.9159518	2244.259891	1900.102234	1925.873102	4701.365156	5649.731158	5560.149577	71.0757391	41.71395539	97.68683672	7620.945269	7944.53218	6431.655326	910.906885	751.3124658	651.6715642	248.958142	281.5578005	178.3167448	189.8488644	222.4745378
PWY0-1479	2329.122689	1337.093798	1091.06668	1108.1919	4229.826	3197.646907	3858.114442	4129.018001	4855.238121	2788.025037	2973.507782	2489.436829	2448.337131	4336.500939	5186.700791	5043.433011	1600.051442	1549.161039	1930.067138	8778.401676	9048.84112	7422.061908	1471.592358	1284.577915	1300.908976	1595.511364	1985.055423	1173.318216	1302.081651	1018.723257
PWY0-1533	716.1116326	230.3080438	218.316616	66.41903708	5453.841859	4152.377568	4885.940951	3936.91444	4531.666911	2622.640915	1023.284882	787.0588533	788.3440813	492.6814804	416.8979853	475.3034654	2980.602832	3253.934677	3910.226222	186.4492875	210.0192658	84.07091874	5177.567282	4473.0143	3929.996088	1328.294296	1653.275341	1164.961595	513.361607	382.3289706
PWY0-1586	3223.591642	1843.998502	1717.848863	1482.385571	6589.248801	5093.877273	5754.95126	5002.545983	6039.665388	3510.987566	3150.274367	2590.349276	2451.968555	5581.503127	6701.47367	6504.127097	3984.807969	4558.282589	5448.86761	11663.57753	12257.69253	10017.43798	9322.179784	7991.695536	7084.546367	3364.37838	4182.553687	2702.277467	1833.15906	1391.014763
PWY0-162	3735.723259	2273.634211	2010.876014	1902.418656	7851.479337	5880.379986	7170.223063	7139.739241	8391.474017	4819.378295	4907.987436	4149.886465	3948.582404	5517.773416	6552.294473	6298.096159	3978.328837	4433.008187	5312.353232	11504.4703	11848.74339	9744.221346	9028.270247	7661.893219	6971.48663	3505.686349	4333.483277	2791.329525	2177.745876	1707.181888
PWY0-166	2885.346803	1741.596117	1473.187349	1434.960384	6523.438899	4909.883713	5907.51468	5732.634938	6728.838613	3873.536183	3857.940146	3232.698235	3122.150085	4810.915442	5731.673178	5519.984982	3427.750702	3829.244043	4588.398111	5478.316777	5359.217823	4254.303051	7878.959615	6683.640933	6086.089935	2644.310405	3267.585907	2107.223817	1647.568591	1297.917907
PWY0-321	327.8669894	144.3818749	147.1299313	116.5749688	2085.986637	1573.355463	1843.299519	1870.53024	2294.666097	1420.611653	588.3883369	483.1917235	452.0295713	41.67305568	70.34873628	28.35488267	252.3453435	288.4505427	382.5571434	28.78679081	52.98807292	28.85892993	985.0563402	858.7399694	689.8111006	363.1712925	429.5981244	293.0275034	165.81051	207.1499216
PWY0-41	0	4.751662833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.227978998	0
PWY0-42	480.9876803	289.4505705	249.5245475	159.2101036	1076.800946	1008.823666	946.9139513	1032.825566	1248.305251	657.5119954	1696.157369	1460.970544	1477.772231	4041.236705	4852.733296	4794.642292	914.8104543	1101.597136	1558.165391	8145.659252	8320.007024	6849.841179	4919.25128	4110.604095	3825.373145	1210.209077	1439.572286	776.4478388	255.7580985	169.9905522
PWY0-781	2007.392862	1384.014845	1090.083342	1085.540991	1521.866639	1076.327346	1167.217252	1638.736345	1804.822073	967.4365988	3508.320808	3010.735283	2912.801905	5263.533911	6278.480556	6079.738533	1137.620088	1693.846598	1973.024681	10648.87548	11034.98605	9156.387063	6696.813805	5580.991326	5357.834515	3197.526316	3907.399505	2470.780916	1206.311711	957.4560753
PWY0-845	264.7844048	84.0074731	45.08067641	78.8617506	821.2797909	640.3348596	585.7529853	339.7030602	528.9064303	387.8831618	2905.484546	2441.146092	2506.460224	5445.253319	6524.481346	6367.52361	850.6806858	930.12919	1380.043569	6661.538071	6937.236588	5597.707536	1447.414938	1330.217884	810.7160192	390.3015233	450.8843681	311.5775436	166.8219811	113.1209503
