pathway	Ship-Ballast-100-02-01-17-SA-2-tank-6-uptake-3	Ship-Ballast-101-02-01-17-SA-2-tank-2-uptake-1	Ship-Ballast-102-02-01-17-SA-2-tank-2-uptake-2	Ship-Ballast-103-02-01-17-SA-2-tank-2-uptake-3	Ship-Ballast-110-02-05-17-SA-2-Dis6-1	Ship-Ballast-111-02-05-17-SA-2-Dis6-2	Ship-Ballast-112-02-05-17-SA-2-Dis6-3	Ship-Ballast-113-02-05-17-SA-2-Dis2B-1	Ship-Ballast-114-02-05-17-SA-2-Dis2B-2	Ship-Ballast-115-02-05-17-SA-2-Dis2B-3	Ship-Ballast-80-10-18-16-SA-1-UP-5-1	Ship-Ballast-81-10-18-16-SA-1-UP-5-2	Ship-Ballast-82-10-18-16-SA-1-UP-5-3	Ship-Ballast-83-10-17-16-SA-1-UP-6-1	Ship-Ballast-84-10-17-16-SA-1-UP-6-2	Ship-Ballast-85-10-17-16-SA-1-UP-6-3	Ship-Ballast-86-10-20-16-EX-Dis-5-1	Ship-Ballast-87-10-20-16-EX-Dis-5-2	Ship-Ballast-88-10-20-16-EX-Dis-5-3	Ship-Ballast-89-10-20-16-EX-UP-5-1	Ship-Ballast-90-10-20-16-EX-UP-5-2	Ship-Ballast-91-10-20-16-EX-UP-5-3	Ship-Ballast-92-10-23-16-SA-1-Dis-6-1	Ship-Ballast-93-10-23-16-SA-1-Dis-6-2	Ship-Ballast-94-10-23-16-SA-1-Dis-6-3	Ship-Ballast-95-10-23-16-SA-1-Dis-5-1	Ship-Ballast-96-10-23-16-SA-1-Dis-5-2	Ship-Ballast-97-10-23-16-SA-1-Dis-5-3	Ship-Ballast-98-02-01-17-SA-2-tank-6-uptake-1	Ship-Ballast-99-02-01-17-SA-2-tank-6-uptake-2
PWY-5705	100.6879846	53.01302887	26.82614336	23.12487584	1015.229987	823.5945819	1011.720168	1467.899349	1645.17735	899.5181867	86.68880423	43.27044565	54.14796519	16.98534341	0	0	54.91297966	56.14467891	64.25791552	93.27661369	141.545278	48.42399258	33.79718275	25.85959852	11.96224755	0	0	0	46.51045781	0
PWY-5741	286.2419323	100.0050819	57.95192574	126.9623059	0	0	0	0	0	0	45.35245529	66.17109996	34.29552142	0	26.35043976	0	69.56748309	54.54762166	59.97821598	49.18788847	121.44951	11.33303057	12.20012609	9.976376799	27.47774184	104.8778813	102.3017732	65.06065549	200.9262174	174.8772834
PWY-5743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.76320531	0	18.62922777	0	0	0	0	0
PWY-5744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.83425641	0	15.30794536	0	0	0	0	0
PWY-5747	869.0210495	448.4343852	382.5053701	345.1605611	5495.291256	4220.753913	4922.124333	4465.789784	5238.227247	3019.6018	2309.329326	1965.587845	1926.756224	4245.189481	5066.635445	4949.910776	2992.89006	3410.18447	4074.001782	8958.12711	9178.991225	7707.942538	7392.099925	6316.434227	5740.780685	3001.038313	3745.7849	2393.194907	476.9527889	317.7713356
PWY-5837	620.054826	540.7703885	434.9116319	374.4656055	145.3879098	111.6463666	77.82672874	0	0	26.66480018	1710.428606	1417.780971	1485.175334	4164.716729	5060.530908	5047.098542	21.28436602	0	30.05640423	5207.257665	5477.225736	4369.333363	262.9500259	233.375761	199.0143712	68.9631363	76.86356001	51.43340699	425.5219585	359.170584
PWY-5838	1257.086344	992.3587424	842.7299735	732.4453186	421.0778905	317.4916048	243.9527375	0	0	88.26615175	2614.676979	2179.022663	2199.184249	4318.859799	5174.671907	5078.040839	62.90503393	0	86.94859056	7290.675023	7588.033882	6180.962238	785.220079	689.5102933	601.2058995	219.3185736	246.195699	163.836973	826.7234922	672.3381064
PWY-5840	1101.082118	892.0179573	703.9223197	650.0212588	321.9801999	249.4381608	182.4512864	0	0	71.82371357	2421.667131	2023.413162	2060.240147	4279.309659	5133.051283	5045.365345	0	0	0	1937.393359	1941.335062	1683.135735	96.4979516	0	0	0	0	0	669.0279293	529.7873053
PWY-5845	160.9059382	358.1733547	169.8539456	324.1323595	0	0	0	0	0	60.50651862	2421.667131	2023.413162	2060.240147	4279.309659	5133.051283	5045.365345	0	0	0	1937.393359	1941.335062	1683.135735	96.4979516	0	0	0	0	0	171.69163	162.1370918
PWY-5850	160.9059382	358.1733547	169.8539456	324.1323595	0	0	0	0	0	60.50651862	2421.667131	2023.413162	2060.240147	4279.309659	5133.051283	5045.365345	0	0	0	1937.393359	1941.335062	1683.135735	96.4979516	0	0	0	0	0	171.69163	162.1370918
PWY-5855	2547.412823	1319.842959	1130.252414	1087.267769	6844.873642	5154.475844	6164.801229	5832.335372	6855.129634	3957.607689	3543.546662	2990.554234	2894.45411	4930.657954	5883.188529	5681.500919	3643.830114	4049.18253	4885.834495	9948.961261	10260.96547	8451.349867	8542.754245	7264.775957	6595.594693	3232.921029	3992.429301	2563.80708	1388.068241	1080.256039
PWY-5856	2547.412823	1319.842959	1130.252414	1087.267769	6844.873642	5154.475844	6164.801229	5832.335372	6855.129634	3957.607689	3543.546662	2990.554234	2894.45411	4930.657954	5883.188529	5681.500919	3643.830114	4049.18253	4885.834495	9948.961261	10260.96547	8451.349867	8542.754245	7264.775957	6595.594693	3232.921029	3992.429301	2563.80708	1388.068241	1080.256039
PWY-5857	2547.412823	1319.842959	1130.252414	1087.267769	6844.873642	5154.475844	6164.801229	5832.335372	6855.129634	3957.607689	3543.546662	2990.554234	2894.45411	4930.657954	5883.188529	5681.500919	3643.830114	4049.18253	4885.834495	9948.961261	10260.96547	8451.349867	8542.754245	7264.775957	6595.594693	3232.921029	3992.429301	2563.80708	1388.068241	1080.256039
PWY-5860	109.0579605	254.3491656	117.022931	231.3440105	0	0	0	0	0	40.54338477	2000.939228	1669.050876	1729.399831	4125.801681	4960.734441	4952.339859	0	0	0	1388.649132	1388.778752	1208.904506	64.60571507	0	0	0	0	0	118.0888811	112.1509745
PWY-5861	961.1179661	796.6622051	669.2783258	573.8016864	286.9453859	216.3855263	164.8993063	0	0	59.28288198	2202.439748	1830.820261	1878.866085	4181.175336	5019.257481	4999.707268	42.2060338	0	58.34823166	6594.982954	6893.099559	5596.530388	542.1735516	476.6507332	415.1727668	149.9949132	167.9790821	111.8770763	646.8323901	527.3866299
PWY-5862	109.0579605	254.3491656	117.022931	231.3440105	0	0	0	0	0	40.54338477	2000.939228	1669.050876	1729.399831	4125.801681	4960.734441	4952.339859	0	0	0	1388.649132	1388.778752	1208.904506	64.60571507	0	0	0	0	0	118.0888811	112.1509745
PWY-5863	676.1021834	584.881092	473.3863555	409.3905035	165.5616037	127.1266035	88.75663688	0	0	30.43928941	1770.287212	1466.819622	1519.943174	4098.957293	4982.376076	4973.295578	24.29462833	0	34.30822743	3532.844033	3651.552419	2924.658166	298.157521	264.6054376	225.4520712	78.24369755	87.28529469	58.40435579	462.5905658	388.8672988
PWY-5896	160.9059382	358.1733547	169.8539456	324.1323595	0	0	0	0	0	60.50651862	2421.667131	2023.413162	2060.240147	4279.309659	5133.051283	5045.365345	0	0	0	1937.393359	1941.335062	1683.135735	96.4979516	0	0	0	0	0	171.69163	162.1370918
PWY-5897	1179.015602	943.742526	796.7412645	690.6847537	376.6609517	284.5633252	216.1039127	0	0	77.63118724	2522.52821	2100.129074	2127.865519	4302.953517	5160.42052	5070.438248	56.04806003	0	77.65367166	7114.570236	7411.542853	6028.610392	701.0777171	616.4418933	536.0513356	194.1976801	217.7575719	145.0189824	779.5159119	636.1621946
PWY-5898	1179.015602	943.742526	796.7412645	690.6847537	376.6609517	284.5633252	216.1039127	0	0	77.63118724	2522.52821	2100.129074	2127.865519	4302.953517	5160.42052	5070.438248	56.04806003	0	77.65367166	7114.570236	7411.542853	6028.610392	701.0777171	616.4418933	536.0513356	194.1976801	217.7575719	145.0189824	779.5159119	636.1621946
PWY-5899	1179.015602	943.742526	796.7412645	690.6847537	376.6609517	284.5633252	216.1039127	0	0	77.63118724	2522.52821	2100.129074	2127.865519	4302.953517	5160.42052	5070.438248	56.04806003	0	77.65367166	7114.570236	7411.542853	6028.610392	701.0777171	616.4418933	536.0513356	194.1976801	217.7575719	145.0189824	779.5159119	636.1621946
PWY-5910	95.13248756	98.7356739	74.75010831	107.7063045	0	0	0	0	0	0	0	0	57.95217654	0	0	0	0	0	0	37.13573428	0	0	18.95246375	0	0	0	30.89351161	0	85.67421243	78.0813565
PWY-5913	2885.871767	1809.228351	1490.717414	1383.503127	6866.758507	5139.120742	6248.580186	6160.940329	7304.656595	4245.307559	4295.564604	3590.975612	3446.688416	5333.321413	6354.495745	6082.090119	3311.739993	3710.633145	4462.508588	9203.364649	9499.76593	7789.667956	7748.761174	6581.46985	5963.5264	2884.35131	3568.948426	2295.233571	1657.217173	1334.283089
PWY-5918	3042.94499	1746.192664	1622.774737	1502.517534	6840.318861	5121.859378	6268.713554	6276.431698	7380.770272	4233.099889	4251.422992	3571.289874	3385.860355	4626.427112	5496.399739	5283.39819	3399.048281	3784.512775	4542.728002	9109.366109	9445.582601	7767.37871	7758.870539	6580.04408	6015.374229	3014.0669	3730.67797	2398.654853	1774.49168	1375.235212
PWY-5920	1126.139261	652.5788822	404.2329252	436.2079107	316.2521881	160.0260142	233.1039275	388.6871366	376.7142574	237.370525	780.8499694	706.5717409	607.3133662	385.3181701	278.9595542	366.85993	877.5798535	888.4885474	1098.91454	415.3633943	725.5194252	201.9804943	1964.797022	1604.390625	1440.687276	674.5235312	656.4625755	461.4585526	569.6121514	687.7882601
PWY-5941	96.74050484	108.9736813	100.075714	11.85123723	9.891232728	0	0	0	0	0	77.19395895	42.26472051	58.88687019	31.80980749	60.54622475	61.63029997	32.87911367	42.20798702	40.89176394	3216.42802	3276.903842	3109.235579	822.3984528	733.569005	662.0612927	1665.759408	2019.574328	1266.767744	7.93866666	98.28285434
PWY-5971	0	0	0	0	481.7644357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973	5239.681214	3019.838196	2814.639639	2749.205316	11343.92804	8423.032555	10452.74558	10623.85767	12487.45275	7244.69087	7502.613583	6357.363395	6113.026092	9608.3627	11446.86398	11019.37545	5369.730961	5911.805208	7143.546537	17873.30977	18571.46236	15265.68001	11391.72012	9674.698475	8789.012369	5605.424252	6953.644697	4467.820732	3055.915412	2469.306979
PWY-5989	3606.789547	1873.302341	1839.726781	1799.895739	12383.87738	9233.30657	11374.00791	11260.93793	13159.26644	7674.010967	7327.820846	6184.129497	5966.562851	9976.504628	11821.02983	11484.5591	6031.267835	6625.222815	7986.769953	19224.60541	19907.70688	16446.66688	12577.70914	10696.75207	9714.442835	5909.634949	7343.625604	4732.251345	2130.138911	1579.373801
PWY-6071	0	38.5739326	0	0	1053.817397	800.0718345	782.3365078	499.8637397	733.2961954	502.989847	0	97.91568835	0	0	21.52666408	0	0	113.5341899	0	0	0	0	0	0	0	247.1358952	299.2472394	209.0131807	0	0
PWY-6107	0	0	16.28456973	0	0	0	0	0	0	0	13.40844009	0	13.36663008	0	0	0	34.36034463	0	46.75572878	0	0	0	23.01347941	14.52941176	8.4	0	0	0	0	0
PWY-6121	3699.239001	2248.267196	1965.20234	1871.909339	7915.558641	5929.574337	7200.155847	7057.20676	8282.314126	4771.55614	4673.461825	3977.976621	3762.750846	5149.356478	6120.743561	5847.513445	3736.237118	4171.568976	4994.351626	10324.82688	10575.6731	8678.090034	8774.402564	7415.212223	6756.392777	3356.642371	4125.83473	2672.73748	2129.218791	1681.430007
PWY-6122	3624.574565	2217.11317	1941.6692	1843.580713	7248.382738	5429.670629	6589.658749	6449.262652	7561.989344	4357.56374	4282.39187	3660.219048	3455.332075	4650.245233	5530.534515	5270.032908	3379.587741	3778.958989	4522.733619	9511.860641	9730.73101	8001.772327	7967.25489	6729.549104	6121.241808	3143.59509	3862.284636	2503.885544	2106.922836	1668.781817
PWY-6123	3174.44947	1917.225142	1700.642384	1623.316308	6444.243574	4823.818921	5885.540356	5871.343639	6904.712081	3966.135482	4233.496717	3591.669207	3424.532042	4968.069947	5913.764718	5676.251505	3275.262229	3652.29589	4383.248041	9208.598279	9487.090187	7812.166551	7505.563801	6368.797036	5791.409137	2899	3581.87	2303.5	1848.07082	1457.857799
PWY-6125	3545.552259	2170.60592	1903.888056	1822.612643	7016.872298	5250.640827	6395.778529	6371.675918	7499.353624	4314.699014	4541.566541	3829.628017	3655.108447	5066.232005	6019.235043	5785.388038	3610.585352	4009.3518	4812.870708	9934.869501	10233.71059	8390.454072	8081.040071	6853.425224	6248.499061	3140.781266	3875.189949	2494.20426	2071.596416	1620.22784
PWY-6126	3812.982863	2308.072428	2040.219182	1950.384761	7903.75828	5915.123767	7216.56576	7226.930134	8492.4811	4883.362293	4953.836215	4199.555103	4000.445886	5638.946067	6702.362866	6453.364977	3974.656317	4407.195108	5293.325981	12006.90651	12374.43571	10157.63959	9059.713975	7679.915951	7022.645319	3537.308122	4365.477101	2808.28322	2225.067043	1752.996696
PWY-6147	3463.624127	2152.093709	1837.452358	1753.704189	8494.014057	6405.802381	7681.868954	7286.606524	8547.977254	4905.372362	4836.419671	4038.66719	3890.455927	5398.038362	6394.336196	6166.576204	4453.740764	4928.363331	5913.195575	12396.063	12841.8881	10594.57942	10018.34756	8498.979467	7779.944682	3905.726875	4837.730849	3123.369977	1961.282434	1541.461621
PWY-6151	1864.614819	886.6988599	884.8285398	843.4900957	2338.981839	1800.718409	2244.722294	2800.355675	3228.051794	1925.07006	2826.670651	2354.432424	2254.449456	4213.551178	5065.647525	4898.580301	1284.480591	1405.39194	1752.56756	9069.3016	9397.470036	7738.138827	4433.739881	3704.379428	3562.764047	2360.809489	2919.42315	1785.787582	1091.616103	787.518101
PWY-6163	3357.293393	2034.087533	1809.05329	1703.529593	7592.917972	5689.829961	6867.997962	6568.084645	7720.731924	4457.775769	4422.50367	3721.26349	3560.01269	4714.782529	5582.645372	5345.95151	3968.760332	4393.152669	5279.924393	9336.487273	9587.102001	7857.868691	8732.628003	7420.632102	6745.624906	3476.733185	4316.548393	2799.449729	1963.411232	1516.230655
PWY-6174	0	9.711181328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6182	207.3734879	147.4152124	87.28796194	86.58547627	1065.937067	787.4772857	799.3105094	563.8890789	772.0675577	548.1652224	615.9423618	450.205636	466.826391	131.8581242	138.6305528	161.8635832	1179.961331	1167.629094	1628.207372	15.3977302	14.48224282	12.45134803	503.0976236	551.0990522	325.6493035	245.15808	279.9251749	189.1784039	100.3650936	127.1252256
PWY-6185	146.2579485	73.75683429	41.65395171	55.24622796	1222.064304	895.328237	903.0265289	663.0773184	887.2360188	618.0884488	638.6814076	466.0061086	482.9845951	154.5561594	169.1960843	180.4801725	1411.441224	1443.82571	1938.855693	0	0	0	478.099072	557.7331204	303.6543954	263.6674034	312.5807465	208.9684866	48.41891755	81.66169417
PWY-621	699.8925565	392.2110587	289.4860263	338.1164442	6335.254933	4761.640932	5733.775875	5182.773029	6053.754116	3536.769886	2795.042587	2270.585692	2286.380377	4424.441035	5255.879184	5148.589068	2724.666688	3025.999061	3686.310316	6138.933948	6321.439528	5254.797197	7338.570167	6200.42053	5658.500112	3075.528915	3824.79959	2460.561596	364.3114728	308.7057369
PWY-6210	237.0921897	153.865757	117.515426	128.6412926	0	0	0	0	0	0	66.16869569	79.70958586	77.0813421	0	0	0	0	0	0	13.82955882	55.54860233	45.798331	0	0	0	0	0	0	170.274318	105.845652
PWY-6263	811.2926882	518.232227	477.7620293	486.2873254	0	0	0	0	0	0	256.4432019	285.4848912	271.7139727	44.8206814	39.73189337	0	0	0	0	0	0	0	0	0	0	0	0	0	474.8007572	363.3999457
PWY-6269	1626.84971	762.2479196	676.2675574	677.1576513	6336.852582	4753.469023	5789.737848	5590.310604	6584.085725	3759.250988	2279.304985	1832.389754	1744.766144	877.4325456	925.1570485	742.59939	3074.764332	3449.975799	4100.568971	8567.432515	8961.686866	7396.731305	4948.307353	4342.66119	3603.834544	2599.213372	3298.711712	2144.87548	854.4214197	687.0035186
PWY-6277	3624.574565	2217.11317	1941.6692	1843.580713	7248.382738	5429.670629	6589.658749	6449.262652	7561.989344	4357.56374	4282.39187	3660.219048	3455.332075	4650.245233	5530.534515	5270.032908	3379.587741	3778.958989	4522.733619	9511.860641	9730.73101	8001.772327	7967.25489	6729.549104	6121.241808	3143.59509	3862.284636	2503.885544	2106.922836	1668.781817
PWY-6282	3538.006107	1861.415193	1830.729466	1802.235725	12284.38993	9160.214388	11293.43746	11151.29187	13008.38883	7584.127484	7265.081044	6164.927202	5909.77022	9669.753375	11446.88629	11098.73238	6023.788616	6631.37623	7987.960301	18952.08257	19595.92868	16249.9745	12739.67418	10835.65411	9870.06166	6166.676523	7664.188263	4931.421301	2100.143248	1565.875708
PWY-6317	1344.117931	956.6915626	832.7636208	747.3487065	2038.105053	1321.781695	2109.365423	2738.17571	3389.10068	1900.377659	3264.188327	2725.068657	2748.65032	5094.205706	6035.633293	5998.465927	85.06745258	82.76747812	83.55323034	8241.660658	8800.980308	6994.213855	516.0652172	413.5123271	366.2210333	124.3991371	132.8440475	84.57911175	785.1191983	657.5839647
PWY-6338	128.741493	112.6653331	0	0	338.3520356	217.7772825	254.063434	189.1300446	233.4876452	186.0480633	83.43727716	0	43.03840553	0	0	0	64.52115362	56.58378545	48.20722579	9.824184078	12.64987309	13.53764235	42.77069324	0	19.69017316	0	0	0	0	123.8555459
PWY-6339	575.4395324	340.1258384	0	0	1076.904114	801.4888822	778.8995094	486.4774278	702.7483119	514.6316759	0	0	0	0	0	0	385.5750403	317.2813857	417.9154896	0	0	0	0	0	0	0	0	0	0	254.6242974
PWY-6353	2485.408684	1450.275617	1195.581477	1223.039639	2681.835345	1801.014439	2776.890317	3553.240943	4211.069153	2383.308308	3901.894349	3314.998772	3272.929913	6381.522338	7693.23031	7465.131747	717.420109	589.6236557	928.9623799	14275.30013	14929.90432	12141.30001	5955.906886	4967.009261	4701.371195	3439.613195	4240.11249	2725.049025	1400.235869	1106.691751
PWY-6383	432.1486954	406.3818316	245.4662944	267.947989	100.3571639	78.55248162	49.22709295	0	0	0	86.13126124	41.49372825	85.62124004	17.83553221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.3365519	199.2109354
PWY-6385	3035.627603	1857.476171	1629.120038	1505.467527	6432.768384	4815.775099	5875.199918	5862.128045	6894.882825	3961.534654	4062.155663	3412.873761	3263.386509	4574.811867	5433.799856	5241.86886	3259.655451	3610.514979	4341.228229	9106.879199	9410.765725	7748.218048	7463.30074	6327.925191	5777.767077	2876.772264	3560.745477	2289.148514	1727.218415	1349.218453
PWY-6386	3009.080092	1841.055112	1605.521379	1480.437821	6443.484016	4822.104773	5883.090005	5868.833049	6902.956007	3968.900567	4056.91574	3404.350474	3261.292862	4573.032887	5432.13401	5243.341006	3261.617785	3610.108582	4337.724187	9097.576504	9400.169221	7743.952969	6684.301211	5711.153995	5087.531766	2842.817679	3525.710352	2277.857385	1697.739291	1328.4122
PWY-6387	3072.279494	1871.788301	1635.527488	1513.304251	6444.460785	4823.066153	5882.595799	5875.326993	6907.551356	3967.886332	4100.851795	3468.473567	3307.211675	4577.637087	5428.409018	5247.286427	3280.937069	3626.235127	4361.187124	9203.566844	9464.452878	7791.969652	7447.804368	6304.535762	5792.158372	2903.940354	3586.084991	2308.060898	1751.401494	1376.222046
PWY-6396	141.9902393	103.0707509	86.96616506	72.80824579	67.96845051	0	0	0	0	0	197.4890671	93.72056595	186.5323251	70.95630523	39.49410845	65.93516672	204.6080936	136.4701964	280.729066	0	0	0	35.60332476	25.73915439	20.36134886	0	0	0	47.71929825	109.4145719
PWY-6397	0	0	12.45294964	0	53.10206285	41.86869164	25.53081324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6404	0	0	45.98919674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6467	2865.17	1584.41	1479.58	1483.75	6330.42	4749.83	5815.08	5810.92	6842.67	3914.83	3948.11	3376.7	3185	4519.35	5383.28	5200.31	3240.72	3552.45	4300.12	9020.12	9337.43	7637.68	7380.33	6269.88	5774.41	2890	3586.87	2290.5	1723.25	1276.75
PWY-6471	24.79627651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6478	476.1685981	262.0150544	253.9039366	235.362613	0	0	0	0	0	0	103.7007106	148.2638816	89.96009068	15.96878385	33.88308692	7.993391005	0	0	0	95.41210235	113.1938607	81.49434111	0	0	0	0	0	0	333.5708627	252.0148168
PWY-6505	396.2652499	247.0827095	195.5598842	198.2940513	0	0	0	0	0	0	158.3713382	171.4199191	169.8391364	0	0	0	0	0	0	25.54784786	93.76221706	60.415276	0	0	0	0	0	0	263.4329994	186.2493936
PWY-6507	813.4715938	469.8863939	518.5672899	465.3922166	1355.829166	819.9899519	1444.221667	2028.096384	2491.845033	1418.869173	1301.776298	1145.000159	1011.321936	491.2895877	502.6080769	420.328367	143.9308763	158.6534563	163.9563659	303.7065796	253.8964117	258.6809441	234.1281849	184.4736091	186.1726126	38.05898286	8.980299066	23.78481475	515.5106915	358.5931046
PWY-6519	2637.807922	1409.339654	1267.560455	1240.613673	9792.355241	7386.4942	8863.831994	8394.351363	9803.965103	5685.140294	5073.634265	4234.512263	4117.801898	7234.787545	8605.224214	8387.718602	5062.862346	5605.000782	6718.146402	14403.83061	14982.89871	12425.75526	11203.18643	9533.474495	8711.865634	4791.70597	5956.006476	3833.225891	1476.966179	1061.857208
PWY-6545	1562.450119	969.797808	791.7561001	713.0330089	228.3137902	179.8021464	111.0345726	0	0	0	632.7901366	725.1534608	537.486592	143.3024533	66.96574156	97.81651533	165.2493647	110.2283649	153.8028628	2053.179977	1569.89366	1307.067947	13.48374922	0	71.40782845	184.3207159	148.2709992	95.92830703	899.5168529	755.6503024
PWY-6562	133.5726196	114.5507336	26.25738215	7.080640313	0	0	0	0	0	0	405.5050793	349.4541068	309.9521829	152.3328541	105.418089	157.1611541	780.088184	887.9044935	1035.092105	5813.920599	6127.373469	4877.771667	146.1638108	207.5001811	89.80178908	80.85399795	83.76665502	55.80548066	90.49422291	72.87359176
PWY-6565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6859.403311	7200.526207	5737.037927	52.66234845	64.33356941	40.72368103	81.55182894	84.37280758	56.17212412	0	0
PWY-6581	226	175.1388102	113	174	0	0	0	0	0	0	194.1074169	125.6111111	127.6420233	0	0	0	0	0	0	12	38	0	0	0	21.33333333	43	34	22	126	99.05940594
PWY-6588	133.1286741	112.8506452	133.361435	30.84708745	0	0	0	0	0	0	0	0	11.97746797	0	0	0	0	0	0	0	0	0	32.84872424	0	8.888079233	0	0	0	26.98296438	93.37391759
PWY-6590	196.6955818	154.0885452	165.1357145	148.167871	0	0	0	0	0	0	0	0	13.30258021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.50309847	83.67593968
PWY-6608	2435.501354	1450.175999	1235.566962	1232.478949	8301.64314	6386.305447	7420.037916	6572.691615	7693.572087	4480.926496	3553.998161	3049.843919	3003.259254	6088.82027	7317.51973	7089.707249	4169.129575	4791.301065	5715.126195	14747.39823	15481.76494	12536.10496	6832.722524	6024.725227	4790.360417	3364.64667	4141.302941	2661.565819	1403.285579	1110.375395
PWY-6609	1803.474028	1212.595134	1022.96421	996.2608912	1586.046041	1053.84581	1665.539424	2221.036009	2639.023316	1486.13399	3025.136137	2607.567912	2556.587015	4796.854004	5791.375799	5662.591099	409.6068485	332.0508499	528.4323624	13394.75646	14075.1824	11438.93695	3933.227787	3250.527103	3206.314241	2738.134045	3361.006233	2122.169875	1092.620899	873.6590557
PWY-6612	2939.921445	1792.540776	1589.82872	1507.704857	7421.440682	5590.010258	6715.338421	6464.969518	7580.264407	4349.270556	4286.776571	3614.910645	3475.837833	5392.869356	6416.444297	6221.737508	3843.061094	4248.021374	5102.279915	10963.89144	11342.60946	9364.211921	9013.994054	7632.414321	7033.70781	3517.736961	4353.728015	2799.560169	1691.667413	1338.65994
PWY-6628	2929.56989	1686.494073	1427.804031	1430.932928	7929.225105	5965.146315	7145.634608	6854.190588	8060.907919	4634.152146	4428.643396	3704.405444	3583.337408	5265.777104	6248.271918	6004.614666	4074.178192	4528.798339	5440.894471	9794.996829	10145.74177	8228.868534	9130.018691	7769.40511	7021.467377	3418.842859	4246.122695	2775.53712	1663.209153	1305.934574
PWY-6629	0	23.75251596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.84596943	0
PWY-6630	2881.648407	1662.043079	1403.016317	1408.22947	6185.510108	4542.398404	5738.150452	6064.769583	7156.757626	4105.958768	4279.142156	3587.114976	3474.774961	5202.223461	6181.494525	5956.071783	2314.61324	2196.724145	2839.787805	9205.779373	9546.64806	7747.33396	7720.365374	6460.936477	6094.571308	3083.665801	3797.114811	2459.469615	1638.911475	1293.093062
PWY-6641	11.84513289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.630517293	0	10.86865356	22.46131855	0	0	15.74822991	21.65063283	55.43753583	179.6017314	174.6574545	111.271709	0	0
PWY-6690	0	2.994863014	20.96580725	0	0	0	0	0	0	0	0	0	0	0	0	0	15.20596493	15.33859511	17.39060851	0	0	0	0	0	0	0	0	0	3.187907308	0
PWY-6700	3035.867516	1759.810761	1632.388474	1551.748686	6419.156561	4808.132514	5884.435256	5908.769136	6942.04077	3974.74281	4069.62973	3435.08877	3269.464491	4562.544786	5446.152418	5230.305415	3266.214268	3620.498317	4345.343714	8891.845511	9316.246808	7658.967655	7460.050964	6320.864158	5789.659903	2899	3581.87	2303.5	1786.926138	1406.022849
PWY-6703	2204.447409	1269.189496	1121.921814	1085.626405	7088.919605	5366.91326	6375.811974	5967.117915	6990.98029	4024.613588	3317.972425	2760.850758	2660.248491	4422.209175	5241.988194	5148.056603	3611.413774	4055.157266	4856.99066	8678.330578	9178.839358	7598.446578	8480.084366	7230.043205	6627.81019	3428.439823	4228.442433	2761.206343	1236.028032	994.1421294
PWY-6708	2547.412823	1319.842959	1130.252414	1087.267769	6844.873642	5154.475844	6164.801229	5832.335372	6855.129634	3957.607689	3543.546662	2990.554234	2894.45411	4930.657954	5883.188529	5681.500919	3643.830114	4049.18253	4885.834495	9948.961261	10260.96547	8451.349867	8542.754245	7264.775957	6595.594693	3232.921029	3992.429301	2563.80708	1388.068241	1080.256039
PWY-6731	0	0	26.3138215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737	1078.053015	702.0510358	733.8347427	805.2674241	1490.023867	1173.097892	1137.921978	815.1950078	1045.117681	661.0425699	2525.169223	2193.2571	2114.808331	4251.553364	5057.281896	4951.153931	1412.239559	1518.642106	2115.077811	8280.530358	8719.727983	7109.26813	5908.875267	4963.982045	4543.336248	2449.946726	2996.678536	1904.550161	846.9921888	617.0027461
PWY-6749	69.03639551	31.65178391	19.83572105	13.92076814	0	0	0	0	0	0	0	0	5.993220429	0	0	0	0	0	0	36.58943124	37.92680086	15.98422369	5.997585935	0	15.9779986	0	0	0	21.83219399	11.93748686
PWY-6876	133.1286741	90.17593051	86.92001629	30.84708745	0	0	0	0	0	0	0	0	11.97746797	0	0	0	0	0	0	0	0	0	32.84872424	0	8.888079233	0	0	0	26.98296438	66.93909925
